,0,1,2,3,4,5,6,7,8,9,10,11
15,988.921875,12.9735966094,168.314208984,83.964500759,1029,950,83.964500759,45.4158870861,120.862901006,166.278788092,2.66124717056,0
16,988.3203125,12.3929375009,153.584899902,76.64321687,1029,960,76.64321687,43.8894222068,95.2771069875,139.166529194,2.170844413,0
17,987.23828125,12.1199191745,146.892440796,73.3439906737,1029,960,73.3439906737,44.8931839708,83.2073667572,128.100550728,1.8534521145,0
18,985.37890625,12.1266503538,147.055648804,73.4562954652,1029,960,73.4562954652,64.0857069354,83.8340412172,147.919748153,1.30815505089,0
19,984.02734375,11.5340542989,133.034408569,66.4278779992,1029,960,66.4278779992,44.7305306216,92.2881870376,137.018717659,2.06320349335,0
20,983.15234375,10.4169068169,108.511947632,54.2015200253,1009,950,54.2015200253,30.2602211159,62.0500154199,92.3102365358,2.05054732358,0
21,982.2578125,10.1890306318,103.816345215,51.8494529404,1009,950,51.8494529404,31.413070062,49.4722142047,80.8852842668,1.57489268343,0
22,981.6328125,10.458154036,109.37298584,54.4180498535,1009,950,54.4180498535,42.439123955,49.3211612844,91.7602852394,1.16216256812,0
23,981.1640625,10.7774194962,116.152770996,57.8866767663,1009,950,57.8866767663,37.7707514118,54.4410051001,92.2117565118,1.4413535094,0
24,980.97265625,10.4206091986,108.589096069,54.2097048365,1009,950,54.2097048365,35.3655228534,57.718943271,93.0844661244,1.63206814474,0
25,980.7421875,10.6358371892,113.121032715,56.1351107732,1000,950,56.1351107732,33.2234840125,61.6975920368,94.9210760493,1.85704762371,0
26,981.328125,10.5971026221,112.298583984,55.9031653015,1000,950,55.9031653015,23.2346481729,62.7699544449,86.0046026178,2.70156681426,0
27,981.2890625,10.9463552323,119.822692871,59.6564546838,1000,950,59.6564546838,22.5299191739,60.7811634111,83.311082585,2.69779766815,0
28,981.6015625,10.9050159357,118.919372559,59.2297088593,1000,950,59.2297088593,33.6955640519,54.5572554405,88.2528194924,1.61912278294,0
29,981.55859375,11.5446011959,133.277816772,66.4828772935,1009,950,66.4828772935,33.7077377693,69.8974456205,103.60518339,2.07363205739,0
30,981.71484375,11.6907053749,136.672592163,68.1753572581,1009,950,68.1753572581,29.3814022118,82.0552356008,111.436637813,2.79276104691,0
31,981.36328125,11.2786466601,127.207870483,63.4507393433,1009,950,63.4507393433,33.2637386357,73.3337745542,106.59751319,2.2046161244,0
32,980.89453125,11.2215181724,125.922470093,62.8193702859,1009,950,62.8193702859,32.6471878849,66.2617726792,98.9089605641,2.02963186026,0
33,980.19140625,11.1858625013,125.123519897,62.5362789617,1009,950,62.5362789617,36.2782418065,63.8484632324,100.126705039,1.75996575504,0
34,979.09765625,11.0807685657,122.783432007,61.3067632639,1009,950,61.3067632639,39.9594088429,65.9035895519,105.862998395,1.64926337652,0
35,978.74609375,10.8142151988,116.947250366,58.3005970192,1009,950,58.3005970192,39.4020286881,64.5210119789,103.923040667,1.63750482214,0
36,978.55078125,10.5518326022,111.341171265,55.2801711738,1009,950,55.2801711738,28.5602252116,64.240425068,92.8006502797,2.24929686625,0
37,978.7890625,10.3690889364,107.518005371,53.2943186282,1000,950,53.2943186282,28.9455195295,53.2682223772,82.2137419067,1.8402924958,0
38,978.7109375,9.89685267502,97.9476928711,48.4632532954,1000,950,48.4632532954,30.2789024463,37.9852004429,68.2641028892,1.25451048004,0
39,978.7890625,10.3313481875,106.736755371,52.8791485925,1000,950,52.8791485925,21.1380534317,43.7736249657,64.9116783974,2.07084465498,0
40,978.7890625,10.5186978933,110.643005371,54.849666957,1000,950,54.849666957,20.7333507808,44.9232555088,65.6566062897,2.16671468031,0
41,978.94140625,10.5612279363,111.539535522,55.3020875175,1009,950,55.3020875175,20.674249796,39.102164974,59.77641477,1.89134625729,0
42,979.3671875,10.8935697014,118.66986084,58.8441774775,1009,950,58.8441774775,18.5820635936,52.0278725516,70.6099361452,2.79989745432,0
43,979.51953125,10.8907756166,118.60899353,59.1854702807,1009,950,59.1854702807,17.5429143352,51.3270732753,68.8699876105,2.92580082731,0
44,979.08984375,11.3038526331,127.777084351,63.6185689968,1009,950,63.6185689968,18.937919723,59.5356393521,78.4735590751,3.14372646114,0
45,978.26953125,10.9431061246,119.751571655,59.5389208319,1009,950,59.5389208319,19.0826198617,54.7345477925,73.8171676541,2.86829314786,0
46,976.90625,11.8871237454,141.303710938,70.4441961256,1009,931,70.4441961256,36.4476600567,65.4022170283,101.849877085,1.79441470115,0
47,974.57421875,13.0878327685,171.291366577,85.5611882775,1009,931,85.5611882775,70.8004833539,70.1331450319,140.933628386,0.990574381835,0
48,980.83984375,39.4668785974,1557.63450623,778.438055016,1254,931,778.438055016,1851.07926831,805.229853925,2656.30912223,0.435005603332,0
49,976.5078125,84.451215216,7132.00775146,3490.54590242,1666,313,3490.54590242,3353.78377685,2879.83012912,6233.61390597,0.858680917059,0
50,976.8125,84.6167139592,7159.98828125,3507.46275092,1666,313,3507.46275092,3323.36144923,2907.43762335,6230.79907257,0.87484845322,0
51,974.23828125,111.224759511,12370.9471283,6117.45959533,1666,313,6117.45959533,10780.7238417,4659.26975468,15439.9935964,0.432185243133,0
52,981.296875,118.635725238,14074.4353027,6967.46258469,1666,313,6967.46258469,13112.9394938,4170.57011376,17283.5096076,0.318049977712,0
53,977.9609375,161.033013033,25931.6312866,12889.1848577,1666,313,12889.1848577,23650.8878846,16276.0326057,39926.9204903,0.688178502435,0
54,989.46875,177.281068218,31428.5771484,15612.9269171,1970,313,15612.9269171,25858.4251197,18695.8847654,44554.3098851,0.723009412943,0
55,990.68359375,218.090894281,47563.6381683,23676.166522,1970,313,23676.166522,38822.8072555,31032.7663833,69855.5736388,0.799343699674,0
56,990.6875,220.165873193,48473.0117188,24120.6292597,1970,313,24120.6292597,37762.1249911,30730.462441,68492.5874322,0.81379060231,0
57,995.31640625,244.129139199,59599.0366058,29787.7052175,1970,205,29787.7052175,41109.1039922,52717.1616809,93826.2656731,1.2823719459,0
58,1001.59765625,248.926190417,61964.2482758,30967.5792553,1970,205,30967.5792553,43137.5355281,51064.6288414,94202.1643696,1.18376324044,0
59,1008.1015625,277.567934811,77043.9584351,38457.8286753,1970,137,38457.8286753,44378.5067088,71018.6737111,115397.18042,1.60029435369,0
60,1013.45703125,282.587165254,79855.5059662,39824.2125927,1970,137,39824.2125927,45441.0947227,74457.1114102,119898.206133,1.63854132178,0
61,1012.6953125,285.108834992,81287.0477905,40372.2558088,2000,137,40372.2558088,44515.8208083,78018.2880617,122534.10887,1.75259686658,0
62,1005.265625,304.448425034,92688.8435059,46121.6987372,2000,137,46121.6987372,46018.477307,105989.079759,152007.557066,2.30318528473,0
63,1002.3984375,296.787469724,88082.8021851,43796.672303,2000,137,43796.672303,43359.3175639,100147.538424,143506.855988,2.30971205386,0
64,1002.703125,305.116598086,93096.1384277,46281.9252988,2264,137,46281.9252988,43192.3652183,102248.303788,145440.669007,2.36727725541,0
65,1003.5625,303.137918539,91892.5976562,45678.6756613,2264,137,45678.6756613,49023.1361643,94932.0973953,143955.23356,1.93647540372,0
66,1000.72265625,310.923594592,96673.4816742,47856.950105,2264,137,47856.950105,47437.914891,94873.7219386,142311.63683,1.99995556627,0
67,997.24609375,288.522715582,83245.3574066,41266.2479705,2264,186,41266.2479705,41266.9111579,78869.3972305,120136.308388,1.91120185683,0
68,990.43359375,285.346300511,81422.5112152,40356.6593801,2264,186,40356.6593801,42571.4708405,70534.6427235,113106.113564,1.65685237862,0
69,993.703125,269.130772679,72431.3728027,35930.6824908,2264,186,35930.6824908,38235.1574592,63749.9298303,101985.08729,1.66731181631,0
70,1000.02734375,248.48864103,61746.6047211,30595.3554257,2264,235,30595.3554257,37113.1711451,38301.4446973,75414.6158424,1.03201756992,0
71,999.83203125,248.093573083,61550.4210052,30492.4604511,2264,235,30492.4604511,37492.0882863,35462.5599847,72954.648271,0.945867824535,0
72,998.921875,237.34519986,56332.7438965,27929.1640137,2068,235,27929.1640137,36167.2867113,35409.1678774,71576.4545887,0.979038548292,0
73,996.84765625,249.006455885,62004.2150726,30305.3272747,2196,303,30305.3272747,38107.7439476,39308.3271578,77416.0711054,1.03150496686,0
74,1004.4296875,245.106105327,60077.0028687,29763.2101524,2196,303,29763.2101524,40101.2962469,44921.3769834,85022.6732302,1.12019762919,0
75,995.97265625,257.667063589,66392.3156586,32703.814455,2196,235,32703.814455,38050.9360844,50026.0222632,88076.9583476,1.31471199952,0
76,987.21875,276.969931172,76712.3427734,37898.764485,2196,235,37898.764485,47163.7534662,68359.5992305,115523.352697,1.44940964632,0
77,996.78515625,284.405061485,80886.2389984,39775.5917168,2245,235,39775.5917168,40458.20989,72282.8992918,112741.109182,1.78660646352,0
78,986.328125,302.723280442,91641.3845215,45193.8410302,2245,235,45193.8410302,50687.0424655,85088.7817984,135775.824264,1.67870875197,0
79,988.9296875,302.859514761,91723.8856812,45206.7861953,2245,235,45206.7861953,51831.7086705,83729.4503589,135561.159029,1.61540980428,0
80,987.07421875,328.62157419,107992.139023,53363.1329671,2823,166,53363.1329671,54548.7620508,83315.6333039,137864.395355,1.52736066175,0
81,990.55859375,330.102062349,108967.371567,54014.4589572,2823,147,54014.4589572,62415.0272605,87056.5685274,149471.595788,1.394801418,0
82,979.84765625,322.040073318,103709.808823,51439.5205786,2823,147,51439.5205786,60454.5898885,76410.145445,136864.735333,1.26392628891,0
83,992.890625,329.54912936,108602.628662,53819.1455018,2823,147,53819.1455018,60604.084754,75621.5144199,136225.599174,1.24779566801,0
84,1008.5,316.758089873,100335.6875,49670.7391546,2823,147,49670.7391546,55795.6894183,67655.3331741,123451.022592,1.21255483855,0
85,993.1171875,329.869638576,108813.978455,54310.9254764,2823,147,54310.9254764,61689.0051883,74053.8277641,135742.832952,1.20043802843,0
86,986.59375,347.206810613,120552.569336,60139.6297609,2823,107,60139.6297609,66534.7518328,94160.2043418,160694.956175,1.41520335987,0
87,984.51171875,362.175770759,131171.288925,65436.5336818,2823,58,65436.5336818,73176.8652701,106972.054213,180148.919483,1.46182886925,0
88,977.46875,346.307112562,119928.616211,59934.7773312,2078,58,59934.7773312,75067.9775915,102487.721669,177555.69926,1.36526552276,0
89,975.04296875,354.482041414,125657.517685,62729.4393521,2078,9,62729.4393521,76861.8577096,107362.293142,184224.150851,1.39682147089,0
90,971.40625,390.170244042,152232.819336,75712.2612878,2078,-117,75712.2612878,89734.67495,118720.502372,208455.177322,1.32301702144,0
91,969.6171875,392.567024952,154108.86908,76781.4253292,2078,-176,76781.4253292,74991.3706268,146491.61525,221482.985877,1.9534462969,0
92,936.71484375,441.57743775,194990.63353,97253.7992279,2078,-764,97253.7992279,102601.164807,184275.802443,286876.96725,1.7960400624,0
93,946.21875,485.184830076,235404.319336,117423.876542,2176,-764,117423.876542,76432.5081364,226235.569687,302668.077823,2.95993910449,0
94,953.08203125,467.300213315,218369.489365,108691.303303,2176,-764,108691.303303,81020.9551353,199059.684341,280080.639476,2.45689135617,0
95,962.52734375,464.288946471,215564.225815,106760.660692,2176,-764,106760.660692,59353.9852507,188226.58057,247580.56582,3.17125429362,0
96,955.53125,481.909198487,232236.475586,115222.435036,2176,-764,115222.435036,60796.113952,205096.216211,265892.330163,3.37350864848,0
97,951.859375,460.509920061,212069.386475,105235.602469,2176,-764,105235.602469,56040.7559935,187023.705875,243064.461868,3.33728020901,0
98,957.28515625,458.266980828,210008.625717,104438.230854,2176,-764,104438.230854,54002.7337183,191344.525884,245347.259602,3.54323777167,0
99,951.1171875,452.484428618,204742.158142,101850.167136,2176,-764,101850.167136,45469.2772695,181367.2426,226836.51987,3.98878657176,0
100,977.734375,463.873997647,215179.085693,106477.874198,2607,-696,106477.874198,57850.0277988,185270.967654,243120.995453,3.20260810069,0
101,963.90625,453.432885702,205601.381836,102578.092414,2607,-696,102578.092414,46490.1690383,218109.291513,264599.460551,4.69151427117,0
102,963.1796875,467.780579799,218818.670837,109262.168012,2607,-696,109262.168012,57920.8430761,229142.488374,287063.33145,3.95613178614,0
103,945.7265625,547.835210095,300123.417419,149981.805514,2607,-1303,149981.805514,76896.5103584,329405.574731,406302.085089,4.28375193094,0
104,966.2734375,687.705982948,472939.518982,235481.415857,2607,-1509,235481.415857,77341.4373754,573061.624466,650403.061841,7.40950315786,0
105,953.23828125,746.091237469,556652.134628,277742.146038,3058,-1509,277742.146038,71083.2757818,641307.930691,712391.206473,9.02192426611,0
106,955.171875,781.898841657,611365.798584,305134.060122,3058,-1509,305134.060122,65275.2319497,760380.313133,825655.545083,11.6488335686,0
107,945.22265625,814.157804663,662852.930893,330930.724689,3058,-1509,330930.724689,62394.0025107,861629.53066,924023.533171,13.8094928357,0
108,941.36328125,844.304908302,712850.778183,355973.741736,3333,-1509,355973.741736,61831.9546098,830639.850615,892471.805225,13.433828121,0
109,945.796875,824.387422759,679614.622803,338879.214993,3333,-1509,338879.214993,43726.9721753,781401.95505,825128.927226,17.8700220065,0
110,942.58203125,811.824782601,659059.477646,328556.154935,3333,-1509,328556.154935,36708.7023517,765538.091039,802246.793391,20.8544035064,0
111,948.296875,749.737171233,562105.825928,280528.914354,3333,-1509,280528.914354,44861.8179334,625830.172883,670691.990816,13.9501741506,0
112,934.765625,629.023176048,395670.156006,196389.597536,3333,-1186,196389.597536,26117.0785001,425100.921789,451218.000289,16.2767409757,0
113,957.875,564.633011345,318810.4375,158588.764202,3333,-1186,158588.764202,38713.9730467,330096.224015,368810.197061,8.52653959375,0
114,948.12890625,499.086793969,249087.627914,123714.025144,3333,-1137,123714.025144,44610.7041873,235809.606518,280420.310705,5.28594226014,0
115,964.66015625,454.025800451,206139.427475,101578.306643,3333,-1137,101578.306643,58600.3722091,113098.197052,171698.569261,1.92999110396,0
116,969.91796875,316.947472465,100455.700302,49650.5623774,1921,-215,49650.5623774,42841.2345865,100003.269948,142844.504534,2.33427609902,0
117,971.4765625,314.58732802,98965.1869507,49228.4363628,1921,-215,49228.4363628,50996.0689198,96929.3904192,147925.459339,1.90072279045,0
118,969.24609375,340.905638383,116216.654282,57875.1593273,1921,-215,57875.1593273,62276.4406648,121976.048364,184252.489029,1.95862266792,0
119,983.08203125,373.601544917,139578.114365,69522.3292842,2058,-215,69522.3292842,63945.702841,122159.085118,186104.787959,1.91035643821,0
120,975.8359375,365.964538441,133930.043396,66614.1882044,2058,-117,66614.1882044,59666.9496642,108491.007792,168157.957456,1.81827642276,1
121,970.44140625,353.611518395,125041.105942,62144.6825511,2058,-117,62144.6825511,55442.1400978,88686.1371355,144128.277233,1.5996160498,1
122,975.31640625,340.570037831,115987.950668,57623.8737779,2058,-117,57623.8737779,51277.4707766,90770.1782876,142047.649064,1.77017658853,1
123,967.07421875,308.707421089,95300.2718353,47443.7873951,2058,-117,47443.7873951,40471.9792616,75881.7582912,116353.737553,1.87492086317,1
124,956.47265625,317.437615725,100766.639877,50184.7542604,2058,-117,50184.7542604,40014.8245738,84057.4541024,124072.278676,2.10065781864,1
125,962.5234375,303.154211604,91902.4760132,45769.2160461,2058,-117,45769.2160461,27463.5028334,74523.8933732,101987.396207,2.7135611151,1
126,967.65625,269.761119369,72771.0615234,36193.3273965,2058,-117,36193.3273965,8471.57478526,63666.7738338,72138.3486191,7.51534106086,1
127,960.40234375,214.576304524,46042.9904633,22868.0339929,1911,-19,22868.0339929,12141.1363296,46911.015764,59052.1520936,3.8638076775,1
128,968.84765625,150.97551357,22793.6056976,11390.8979565,1450,431,11390.8979565,4067.5246103,29162.369092,33229.8937023,7.16956180624,1
129,976.19921875,171.224026769,29317.6673431,14624.4101679,2529,431,14624.4101679,4663.37334508,29075.0187807,33738.3921257,6.23476111158,1
130,980.875,169.206304367,28630.7734375,14273.1162912,2529,431,14273.1162912,4839.78579665,28618.3724772,33458.1582739,5.91314857303,1
131,990.4375,161.240515709,25998.5039062,12952.0186998,2529,431,12952.0186998,4686.33658161,26090.5103692,30776.8469508,5.56735734082,1
132,992.26953125,184.212072105,33934.0875092,16840.0343106,2529,137,16840.0343106,2781.29938218,21222.7092969,24004.0086791,7.63050156804,1
133,994.421875,177.886006747,31643.4313965,15691.5940055,2529,137,15691.5940055,2614.87475393,17663.4898226,20278.3645765,6.75500415309,1
134,1001.625,186.624351138,34828.6484375,17263.2750375,2529,137,17263.2750375,2946.42476736,18326.5903826,21273.0151499,6.21994173602,1
135,1007.8046875,193.551775962,37462.289978,18588.8240702,2529,137,18588.8240702,3255.31501245,18647.1150735,21902.430086,5.72820602684,1
136,1010.12109375,190.337131473,36228.2236176,17980.8635799,2529,137,17980.8635799,3933.88847607,15547.1898576,19481.0783336,3.9521175936,1
137,1005.84375,159.990377518,25596.9208984,12654.9999318,2401,137,12654.9999318,2821.45324284,10234.5580446,13056.0112875,3.62740657517,1
138,1003.94921875,161.604024401,26115.8607025,12916.6428553,2401,137,12916.6428553,2878.78443359,10233.9476185,13112.7320521,3.55495447977,1
139,999.61328125,161.446739414,26065.0496674,12898.8731849,2401,137,12898.8731849,2762.94025294,10306.3462484,13069.2865013,3.73020959734,1
140,1000.46875,101.255627737,10252.7021484,5124.29126643,1647,549,5124.29126643,1845.76246292,4268.23104156,6113.99350449,2.31244871824,0
141,998.23828125,99.6652691678,9933.1658783,4965.0762826,1647,549,4965.0762826,1602.77726078,3984.01971201,5586.79697279,2.48569767584,0
142,993.421875,103.339217611,10678.9938965,5300.03809079,1764,392,5300.03809079,3590.62428217,2926.3688567,6516.99313888,0.815002803616,0
143,988.93359375,92.7801052703,8608.14793396,4209.30103837,1764,392,4209.30103837,3149.63395647,2605.74204729,5755.37600376,0.827315835204,0
144,988.76953125,124.688759429,15547.2867279,7682.88368676,1764,352,7682.88368676,9052.70413767,10084.7704556,19137.4745933,1.11400641203,0
145,990.05078125,135.595220519,18386.0638275,9014.32852616,1764,352,9014.32852616,9485.63657158,9734.28643473,19219.9230063,1.02621330274,0
146,990.0625,173.776605427,30198.3085938,14923.1335813,1764,352,14923.1335813,17320.3668838,21432.4579837,38752.8248675,1.23741362567,0
147,1007.67578125,207.256239444,42955.1487885,21241.6695064,2088,352,21241.6695064,26377.3389351,24372.9949499,50750.333885,0.924012653811,0
148,1003.1953125,258.838452834,66997.3446655,32693.8720477,2460,98,32693.8720477,40047.3516528,40994.4971019,81041.8487547,1.02365063881,0
149,1002.1328125,289.143086634,83603.7245483,41013.2338849,2460,98,41013.2338849,54101.2063363,60285.5653422,114386.771679,1.11431092622,0
150,1023.1484375,313.330374012,98175.9232788,48269.9971432,2460,98,48269.9971432,60547.8617849,66563.1833544,127111.045139,1.09934820805,0
151,1006.2734375,341.678467615,116744.175232,58044.3995318,2460,39,58044.3995318,70149.1933776,84031.7485738,154180.941951,1.19790042519,0
152,1007.34375,370.378552917,137180.272461,68247.3610804,2460,39,68247.3610804,92133.5004805,89382.070335,181515.570816,0.970136485304,0
153,996.89453125,385.836855057,148870.07872,73821.137843,2460,39,73821.137843,91161.9565906,106133.71218,197295.66877,1.1642324951,0
154,992.2578125,395.424005936,156360.14447,77727.6152801,2460,39,77727.6152801,79069.8738771,125943.180265,205013.054142,1.59280866516,0
155,989.87109375,396.627524939,157313.393539,78604.2821594,2460,19,78604.2821594,79119.2799465,120470.970547,199590.250493,1.52264998656,0
156,997.37890625,399.127330512,159302.625961,79575.0203412,2049,-274,79575.0203412,67380.4678523,125268.344481,192648.812333,1.85911954122,0
157,982.75,424.178037871,179927.007812,89890.0461421,2049,-274,89890.0461421,73883.6322917,161608.077992,235491.710283,2.18733260641,1
158,954.3984375,423.760220007,179572.72406,89673.2721627,2000,-274,89673.2721627,67549.5853914,184182.779798,251732.365189,2.72663079619,1
159,959.63671875,422.572040894,178567.129745,89226.1666864,1872,-274,89226.1666864,58739.4020532,193914.819952,252654.222006,3.30127330504,1
160,959.67578125,417.119306645,173988.515976,86941.1194881,1872,-274,86941.1194881,57923.5354624,191447.891945,249371.427407,3.3051831249,0
161,955.109375,421.23886733,177442.18335,88644.5133853,1872,-274,88644.5133853,62491.9084721,199169.970757,261661.879229,3.18713215241,0
162,966.0625,400.691165558,160553.410156,80206.1098056,1872,-274,80206.1098056,53290.8889205,172619.51368,225910.4026,3.23919373793,0
163,952.1171875,397.986251747,158393.05658,78826.7362704,1823,-274,78826.7362704,62225.3502239,174034.974142,236260.324366,2.79685005414,0
164,950.34375,364.123786419,132586.131836,66224.3782735,1784,-127,66224.3782735,52793.5847767,158142.044104,210935.628881,2.99547842362,0
165,960.2890625,325.615454571,106025.424255,52961.1920581,1784,-58,52961.1920581,48899.1911842,124195.995753,173095.186937,2.53983742359,1
166,961.6484375,315.667944847,99646.2514038,49776.5108709,1784,68,49776.5108709,43390.4597817,117232.283671,160622.743453,2.70179860414,1
167,984.78515625,347.618567809,120838.668686,60332.2910678,2980,-58,60332.2910678,44223.0851937,124468.841776,168691.926969,2.81456712552,1
168,982.2578125,334.500472862,111890.566345,55859.0360578,2980,-58,55859.0360578,45019.8951947,100396.198862,145416.094056,2.23004070595,1
169,993.7578125,318.335385887,101337.417908,50567.3539557,2980,-58,50567.3539557,29757.4350284,92091.3043164,121848.739345,3.0947326014,1
170,982.0390625,338.107622066,114316.764099,57043.8893993,2980,-58,57043.8893993,34872.1001357,107567.657104,142439.757239,3.08463375263,1
171,974.84765625,513.747920687,263936.92601,131832.067981,3558,-1539,131832.067981,34605.0490622,177635.8149,212240.863962,5.13323401393,1
172,984.453125,765.343538666,585750.732178,292734.450513,4656,-1950,292734.450513,45680.1646035,507900.798288,553580.962892,11.1186288994,1
173,988.90234375,772.116476799,596163.853745,297948.881952,4656,-1950,297948.881952,59322.969912,505938.900777,565261.870689,8.52854975951,1
174,993.1484375,762.005527066,580652.423279,290190.159493,4656,-1950,290190.159493,56665.8304116,481246.0217,537911.852112,8.4927021841,0
175,974.19140625,750.34480517,563017.326645,281342.758169,4656,-1950,281342.758169,56427.3166613,483490.678659,539917.99532,8.56837977182,0
176,975.26953125,742.659406295,551542.993759,275603.822019,4656,-1950,275603.822019,58739.3433831,479076.080112,537815.423495,8.1559658743,1
177,953.48046875,761.416417314,579754.960556,289401.37465,4656,-1950,289401.37465,70280.8765665,476012.153862,546293.030429,6.77299682527,1
178,963.6171875,777.034010488,603781.853455,301519.771489,4656,-1950,301519.771489,60033.8518187,542486.046631,602519.898449,9.03633583713,1
179,976.73046875,671.276042332,450611.525009,224845.54935,4656,-1950,224845.54935,65099.1927536,449320.781258,514419.974011,6.90209451535,0
180,971.15625,378.268070815,143086.733398,71344.5945186,2470,-803,71344.5945186,51678.6141375,140356.17513,192034.789267,2.71594309314,0
181,979.34765625,353.420175629,124905.820541,62247.2174669,2470,-803,62247.2174669,45021.8662021,121062.607721,166084.473923,2.68897355738,0
182,980.21484375,374.247689036,140061.332748,69781.4413717,2470,-803,69781.4413717,50646.7675691,132854.629221,183501.39679,2.62316107418,0
183,983.05078125,356.400134701,127021.056015,63214.4165295,2470,-803,63214.4165295,43880.5520051,129374.429095,173254.9811,2.94833185051,0
184,986.38671875,355.084126887,126084.737167,62731.276951,2470,-803,62731.276951,45925.7883132,125835.248902,171761.037215,2.73996927486,0
185,1001.125,342.539926961,117333.601562,58598.0611808,2470,49,58598.0611808,74296.9028701,107807.042992,182103.945862,1.45103010794,0
186,995.28515625,282.532632128,79824.6882172,39876.2976286,2470,49,39876.2976286,67288.2771144,47547.1046105,114835.381725,0.706617952628,0
187,990.2421875,306.130901487,93716.1288452,46835.8141255,1872,49,46835.8141255,89455.3546426,62866.4958243,152321.850467,0.702769510842,0
188,985.84375,281.538059081,79263.6787109,39618.204781,1735,49,39618.204781,75624.2811483,50214.5697034,125838.850852,0.664000621771,1
189,975.9296875,313.63997532,98370.0341187,49168.5550072,1735,49,49168.5550072,90874.3996296,61960.3543641,152834.753994,0.681824084854,1
190,973.33203125,318.474677524,101426.120224,50690.7711744,1725,-196,50690.7711744,79034.880005,69300.5959269,148335.475932,0.876835593633,1
191,979.00390625,372.362899456,138654.128891,68996.6904258,2147,-333,68996.6904258,94115.3245971,95692.4185777,189807.743175,1.01675703704,1
192,970.5546875,414.299009031,171643.668884,85107.1770853,2147,-333,85107.1770853,103636.74942,140181.916645,243818.666065,1.35262749392,1
193,973.7265625,381.893211817,145842.425232,72293.851574,2147,-333,72293.851574,59538.106255,139396.288714,198934.394969,2.34129530618,1
194,966.75390625,387.916588046,150479.279282,74593.9623927,2147,-333,74593.9623927,66077.60605,142461.969182,208539.575232,2.15597957762,1
195,960.46484375,428.883869788,183941.373764,91192.0310306,2147,-500,91192.0310306,51295.0304487,224691.298877,275986.329326,4.38037168341,1
196,940.58203125,687.505648492,472664.016708,235587.705231,2764,-3019,235587.705231,64574.3472891,604787.507331,669361.85462,9.36575486583,1
197,942.27734375,736.251260898,542065.919174,270245.063329,3686,-3019,270245.063329,54405.9966072,644327.34785,698733.344457,11.842947249,1
198,947.5625,728.59497976,530850.644531,264920.293002,3686,-3019,264920.293002,45666.8851793,649767.767807,695434.652986,14.2284231836,1
199,930.35546875,714.985704218,511204.557236,255465.289121,3686,-3019,255465.289121,33567.4006568,645769.540312,679336.940968,19.237996618,1
200,917.8984375,711.080338286,505635.247498,252685.10598,3686,-3019,252685.10598,23622.2251902,650728.877206,674351.102396,27.547314953,1
201,915.015625,772.707865282,597077.445068,298016.109272,3686,-3019,298016.109272,32933.4174088,791652.932631,824586.35004,24.0379831466,1
202,921.62890625,796.700460655,634731.624008,316993.137683,3686,-3019,316993.137683,34659.7436483,820761.095295,855420.838943,23.6805298857,1
203,918.1484375,840.416183078,706299.360779,352186.112267,3686,-3019,352186.112267,40707.4250203,918688.646603,959396.071623,22.5680854573,1
204,914.89453125,935.586338865,875321.79747,433130.032051,4617,-4911,433130.032051,48775.2243062,906430.125846,955205.350153,18.5838228063,1
