,0,1,2,3,4,5,6,7,8,9,10,11,12
27,1026.39453125,10.0749442352,101.504501343,0.00981585923198,1049,1000,21.4739041699,0,280.365674706,18.7810797976,40.2549839675,0.87460014951,0
28,1024.61328125,10.0313405066,100.627792358,0.00979036743923,1049,1000,24.2996968668,5,434.879615096,19.6149738786,43.9146707454,0.80721064078,0
29,1025.69921875,10.3640453921,107.41343689,0.0101043709527,1058,1000,25.267337973,0,539.391964209,26.0931063683,51.3604443413,1.03268125816,0
30,1043.52734375,91.3576378981,8346.21800232,0.0875469516398,1500,745,9511.62442231,6,135422.705548,3784.44686237,13296.0712847,0.397875977261,0
31,1067.1171875,263.373861563,69365.7909546,0.246808752261,1980,225,98909.0639021,8,1551551.64,19854.0286225,118763.092525,0.200730123603,0
32,1084.15234375,388.215282669,150711.105698,0.358081855292,2000,225,203548.877536,6,3712807.42269,41527.3468904,245076.224427,0.204016585073,0
33,1099.796875,416.249124612,173263.33374,0.378478184539,2019,215,231418.429805,7,8378613.306,37272.934673,268691.364478,0.161062948635,0
34,1101.8046875,422.477848136,178487.532166,0.383441687015,2245,196,278344.040876,10,6242737.58804,42155.031824,320499.0727,0.151449377868,0
35,1076.11328125,423.719789275,179538.459824,0.393750171714,2245,196,274224.004943,6,4422628.727,38023.7422465,312247.74719,0.138659422811,0
36,1058.61328125,386.826484816,149634.729355,0.365408682913,2333,294,197705.997986,7,3187581.32499,43236.3078772,240942.305863,0.218689914912,0
37,1057.6796875,315.29629997,99411.7567749,0.298101876869,2333,323,131835.326375,7,2668841.97302,28574.516408,160409.842783,0.216744003248,0
38,1041.05078125,270.076438398,72941.2825775,0.259426766938,2245,107,91598.8339176,9,2050677.52121,15495.9838674,107094.817785,0.169172283147,0
39,1064.078125,363.204834369,131917.751709,0.341332864416,2156,107,180303.201884,10,3025542.85899,24419.289644,204722.491528,0.13543458679,0
40,1107.69140625,439.476662408,193139.736801,0.39675008755,2156,284,250015.695401,7,11369072.3683,31112.0490808,281127.744482,0.124440383756,0
41,1116.4609375,440.018241851,193616.053162,0.394118797238,2156,284,237954.677684,7,10423999.941,42191.4953993,280146.173084,0.17730895568,0
42,1121.4921875,437.20547222,191148.624939,0.389842637419,2117,176,228268.775909,7,10239545.9293,48347.9504681,276616.726377,0.211802732439,0
43,1121.05859375,454.139941439,206243.086411,0.405099201747,2117,176,275949.738109,7,11432982.0054,48703.3113426,324653.049452,0.176493413896,0
44,1080.41015625,418.280165219,174958.296616,0.387149419875,2078,284,276038.044598,10,5776553.74973,35465.991609,311504.036207,0.12848225925,0
45,1043.1796875,309.924081772,96052.9364624,0.297095587161,2000,303,131870.566571,10,2968659.32523,26029.532118,157900.098689,0.197386974174,0
46,1052.99609375,313.763277832,98447.394516,0.29797192952,1990,235,126717.413914,10,2784794.28718,30608.892769,157326.306683,0.241552378822,0
47,1084.578125,398.978551455,159183.884521,0.367865202385,2205,235,217902.378752,7,7147679.87708,32488.5494167,250390.928169,0.149096809327,0
48,1132.01171875,466.582115984,217698.870956,0.412170747225,2647,284,283812.509086,7,6940460.77738,52832.8062157,336645.315302,0.18615390275,0
49,1122.20703125,458.784297199,210483.031357,0.408823224613,2647,284,258375.048258,7,8070291.50983,78345.7348138,336720.783071,0.303224848305,0
50,1111.30859375,434.791916023,189044.010239,0.391243187057,2303,284,232181.398909,7,9779047.05262,44797.3562401,276978.755149,0.192941193613,0
51,1097.79296875,422.744132626,178712.601669,0.385085480286,2303,245,220166.493669,7,8871540.66214,35747.2186298,255913.712299,0.162364481688,0
52,1039.38671875,306.767984872,94106.5965424,0.295143260288,2156,245,121891.211957,7,2497473.56555,20562.4541204,142453.666077,0.168695132244,0
53,1047.32421875,269.406698322,72579.969101,0.257233331856,2156,392,92380.2497146,6,2045968.11602,17446.1751757,109826.42489,0.188851786281,0
54,1100.54296875,378.71556943,143425.482529,0.3441170224,2127,264,168615.048759,7,6562832.757,37128.2560759,205743.304835,0.220195387952,0
55,1138.5234375,468.886312927,219854.374451,0.411837207284,2235,264,263199.063493,7,10644719.367,59453.7312155,322652.794708,0.225888840281,0
56,1108.25,523.239697701,273779.78125,0.472131466457,2313,235,229440.057009,12,9160225.00488,161091.380287,390531.437296,0.702106608525,0
57,1089.55078125,507.040922827,257090.497421,0.465366948978,2323,205,259921.911559,7,6293316.25004,138417.675353,398339.586912,0.532535616267,0
58,1121.06640625,424.424573095,180136.218246,0.378590037779,2323,205,211525.700667,7,7884321.55045,55965.8046947,267491.505362,0.264581582844,0
59,1078.58203125,324.910157518,105566.610458,0.301238244384,2078,235,143195.216831,6,2499805.96865,31574.6562408,174769.873072,0.220500774674,0
60,1035.81640625,280.265627151,78548.8217621,0.270574616756,1921,235,115097.420419,9,1758817.28753,20159.1891121,135256.609531,0.175148922006,0
61,1075.3515625,348.123711619,121190.118591,0.32373013976,2098,294,160789.315538,7,5017131.63453,30356.919199,191146.234737,0.188799355837,0
62,1096.15234375,425.760849551,181272.30101,0.388413938973,2117,294,232990.580883,7,10244492.4521,58613.8572618,291604.438145,0.251571789038,0
63,1117.65234375,473.567981436,224266.633041,0.423716716638,2196,303,281988.489577,7,11065714.7939,90491.8355757,372480.325152,0.320906132416,0
64,1135.5625,476.254802305,226818.636719,0.41939990296,2313,215,281557.078035,7,9163395.32216,76095.6520171,357652.730052,0.270267231597,0
65,1111.04296875,462.40480662,213818.205185,0.416189850101,2715,215,275154.965861,7,10912236.5261,55152.4950966,330307.460958,0.200441576346,0
66,1040.640625,404.009953744,163224.042725,0.388231964079,2715,147,177368.330214,7,4984639.87258,65940.5195875,243308.849801,0.371771665821,0
67,986.6640625,275.886052037,76113.1137085,0.279614979933,2009,147,96950.7271951,11,2395670.379,18066.9161145,115017.64331,0.186351527597,0
68,1032.9921875,292.557192488,85589.7108765,0.283213364078,1921,313,110000.784721,7,2192316.34372,23726.3505228,133727.135244,0.215692556948,0
69,1111.90234375,426.680119126,182055.924057,0.383738843185,2235,245,203863.632819,7,4380537.99135,76500.5123058,280364.145125,0.375253355628,0
70,1136.02734375,469.023157113,219982.721909,0.412862559774,2352,245,233360.32352,7,7471339.18193,94866.3028351,328226.626355,0.40652284589,0
71,1119.609375,463.44573466,214781.948975,0.41393520366,2598,294,220605.430755,12,6072543.5288,87742.8672047,308348.29796,0.397736659991,0
72,1102.69140625,462.645604703,214040.955551,0.419560361204,2598,215,258027.986859,7,8244106.36022,74393.6592415,332421.646101,0.28831624099,0
73,1081.046875,436.874648773,190859.45874,0.404121836782,2156,196,251715.370812,7,10301636.0869,44076.4615927,295791.832404,0.175104370665,0
74,1015.046875,340.821167352,116159.068115,0.335768894764,2117,196,158462.277582,7,4368925.77223,23010.8843781,181473.16196,0.145213641564,0
75,1000.0390625,242.608284533,58858.7797241,0.242598808017,1823,313,89491.1398476,9,1462359.47134,9604.78106361,99095.9209112,0.107326614456,0
76,1046.5078125,273.65643367,74887.843689,0.261494878874,2343,352,109297.038841,6,2483245.73805,12611.0998247,121908.138666,0.115383728218,0
77,1072.23046875,363.016331644,131780.85704,0.338561850483,2343,372,188323.10113,7,3398405.52372,22699.0094605,211022.110591,0.120532262501,0
78,1089.53515625,423.773928544,179584.342514,0.388949292837,2254,333,251609.592197,7,6245331.05553,49670.8468052,301280.439003,0.197412373556,0
79,1084.78515625,419.306957891,175818.324936,0.386534564448,2254,333,231110.116071,7,8798252.40306,45099.4259727,276209.542044,0.195142587176,0
80,1097.25,419.678774109,176130.273438,0.382482364191,2333,294,232305.351422,7,7427577.87368,54174.7963955,286480.147817,0.23320511587,0
81,1088.58984375,424.303242891,180033.241928,0.389773288192,2333,205,242824.801323,7,9392975.84655,37842.1109615,280666.912284,0.155841210434,0
82,1032.9140625,338.364749275,114490.703552,0.327582672712,2068,205,164133.198436,7,4422139.2186,25198.7099214,189331.908358,0.153525978665,0
83,1006.12109375,204.753484079,41923.9892426,0.203507793794,2176,264,60930.5746394,7,1232477.59034,9838.596127,70769.1707664,0.161472235987,0
84,1059.54296875,323.344881228,104551.912216,0.305173920043,2176,166,129655.564338,10,1837087.31612,29655.4706764,159311.035015,0.22872501329,0
85,1098.91015625,433.260994765,187715.089584,0.394264255636,2205,156,208767.830078,7,7235051.00233,52773.8476017,261541.677679,0.25278725933,0
86,1119.1015625,465.447194908,216641.091248,0.41591148695,2362,156,230430.313543,7,6086934.36467,78192.3629346,308622.676478,0.339331929608,0
87,1132.77734375,457.557801628,209359.14183,0.403925629474,2362,147,237385.086085,7,8830877.01914,71372.2962407,308757.382326,0.300660405494,0
88,1094.22265625,456.861740183,208722.649643,0.417521733418,2303,147,268988.366278,7,9966368.16085,69811.5852819,338799.95156,0.259533846195,0
89,1070.6328125,425.037863591,180657.185486,0.396996858893,2303,176,227382.61928,7,7343909.66341,64166.1827328,291548.802013,0.282194755852,0
90,1049.8828125,270.56665425,73206.3143921,0.257711290278,2039,303,83945.4675924,10,1660352.24563,31124.6631908,115070.130783,0.370772408367,0
91,1030.5,50.5028619239,2550.5390625,0.0490081144336,1401,823,2498.07714952,10,36825.5361658,1162.72312262,3660.80027214,0.46544724323,0
92,1032.921875,15.1835691286,230.540771484,0.0146996297553,1068,941,116.948762443,11,2171.2538194,145.23026786,262.179030303,1.24182817181,0
93,1033.1484375,34.364336947,1180.90765381,0.033261761524,1343,911,324.96039941,14,10965.1590119,1258.3068531,1583.26725251,3.87218521205,0
94,1034.421875,32.3070254973,1043.74389648,0.0312319627786,1343,911,308.086840303,19,7508.7588417,1068.02116037,1376.10800067,3.46662375879,0
95,1026.9296875,103.286705309,10668.1434937,0.10057816671,1421,490,15092.900761,8,219847.19385,3280.36815886,18373.2689199,0.217345108857,0
96,1021.609375,209.558230809,43914.6520996,0.205125594906,1715,323,55584.6170533,6,1041125.20918,19824.4757123,75409.0927656,0.356653994634,0
97,1003.65234375,197.749447481,39104.8439789,0.197029826824,1715,323,46823.3362968,7,622522.364105,17000.277137,63823.6134338,0.363072742815,0
98,942.0859375,112.394952855,12632.6254272,0.119304352587,1500,401,9721.44251997,0,273554.57143,5745.52712402,15466.969644,0.591015902446,0
99,930.45703125,87.6783345028,7687.49034119,0.0942314707268,1500,401,2846.20358122,0,151970.408414,5420.80502564,8267.00860686,1.90457388973,0
100,957.4765625,43.6302763363,1903.60101318,0.0455679836407,1068,784,1448.90551853,0,73543.8806517,1027.59247244,2476.49799097,0.70921979335,0
101,950.109375,36.5621761471,1336.79272461,0.0384820707059,1078,823,845.339159553,0,26237.5406494,1142.43383196,1987.77299151,1.35145026591,0
102,946.03125,26.853752502,721.124023438,0.0283856928637,1078,833,126.071764487,24,8375.21374323,823.789578717,949.861343204,6.53429086259,0
103,945.2265625,8.76669375726,76.8549194336,0.00927470101356,980,921,12.1764017023,12,410.236496458,20.4415212651,32.6179229674,1.67878177519,0
104,944.21484375,13.4028890883,179.637435913,0.0141947451653,1019,862,12.7334085989,29,1939.25086317,155.781062928,168.514471527,12.2340425753,0
105,943.84375,14.1570088097,200.420898438,0.0149993140387,1019,862,14.1770514927,29,2413.10100632,175.687475521,189.864527014,12.3923846656,0
106,943.55859375,9.85819794752,97.1840667725,0.0104478916443,970,911,11.6078797661,24,438.825244196,40.0748947398,51.682774506,3.45238713247,0
107,943.34765625,9.8856861867,97.7267913818,0.0104793668816,960,911,18.0169716921,29,531.399602108,36.6473186066,54.6642902986,2.03404430184,0
108,943.390625,10.0087730072,100.175537109,0.0106093623807,970,911,14.7655796503,29,341.079772195,34.6627826102,49.4283622604,2.34753957726,0
109,944.05078125,9.66960844681,93.5013275146,0.0102426782953,970,921,13.0411509711,29,234.3191316,27.8873935157,40.9285444869,2.13841505075,0
110,944.38671875,9.75615087309,95.1824798584,0.0103306735254,970,911,16.5225607384,20,631.454930163,24.8362578742,41.3588186126,1.50317243601,0
111,944.39453125,9.12824264811,83.3248138428,0.00966570892361,970,911,10.4789063458,20,305.51706973,21.2169439587,31.6958503045,2.02472884655,0
112,949.46875,37.7703665052,1426.60058594,0.0397805262208,1098,784,863.659496252,11,11386.110357,1113.18110973,1976.84060598,1.28891202443,0
113,912.4765625,59.807303176,3576.91351318,0.0655439335473,1098,784,2998.66921358,0,190486.235225,1652.62800837,4651.29722195,0.551120477337,0
114,867.17578125,21.9066815082,479.902694702,0.025262100236,1058,784,75.3665647392,24,4668.3152139,604.265803805,679.632368544,8.01769068149,0
115,864.421875,9.22980005116,85.1892089844,0.0106774253615,892,843,11.7492260315,14,196.243006951,17.5103341272,29.2595601588,1.49033937046,0
116,863.76171875,9.79406405921,95.9236907959,0.0113388494148,892,833,16.1236948987,7,256.559829413,17.8991419835,34.0228368822,1.11011415783,0
117,863.6015625,9.82927693468,96.6146850586,0.0113817266683,892,833,12.8403598864,29,350.917675246,22.328356498,35.1687163844,1.73891983524,0
118,864.72265625,9.66818812882,93.4738616943,0.0111806809489,892,843,10.8224920199,29,402.902042152,22.9411946363,33.7636866562,2.1197700672,0
119,864.26953125,10.1804811603,103.642196655,0.0117792896686,892,833,11.7339498542,30,447.703583008,22.8976683339,34.6316181881,1.95140328861,0
120,864.1640625,10.0458148498,100.918395996,0.0116248931027,882,833,15.0525297054,30,401.201713512,33.3948834454,48.4474131508,2.2185562227,0
121,864.72265625,9.12356765166,83.2394866943,0.0105508599615,882,833,15.5064079457,25,318.52713528,32.6103594318,48.1167673775,2.10302473313,0
122,864.921875,9.85885497836,97.1970214844,0.0113985496995,892,833,19.3395671467,15,310.537134459,30.7875687328,50.1271358794,1.59194714645,0
123,864.26171875,9.60945677684,92.3416595459,0.0111186884347,892,843,16.1161874916,11,383.641004628,27.9869086686,44.1030961602,1.73657130033,0
124,863.5859375,8.9097272543,79.3832397461,0.0103171286926,892,843,8.16155143665,28,313.96874459,25.1575971975,33.3191486342,3.08245281462,0
125,864.0,10.2903170505,105.890625,0.0119100891788,892,843,11.6980053709,18,560.05937795,38.1154536414,49.8134590123,3.2582865568,0
126,864.296875,10.8949955362,118.700927734,0.0126056171801,892,833,11.9783135728,26,778.404155004,49.9367449535,61.9150585264,4.16892951164,0
127,864.57421875,9.68096348909,93.7210540771,0.01119737702,892,833,8.01147573232,26,301.45698349,34.7127788218,42.7242545541,4.33288197851,0
128,872.4609375,15.9147643439,253.279724121,0.0182412342603,911,843,221.77518108,0,12922.4935417,63.4323777919,285.207558871,0.28602108443,0
129,886.95703125,15.5337997585,241.298934937,0.0175135877063,911,843,220.334315009,0,9685.95633169,77.0144860139,297.348801023,0.349534687825,0
130,893.828125,9.28844155305,86.2751464844,0.0103917535075,931,862,12.1180158683,29,504.488170577,41.114029834,53.2320457023,3.39280211221,0
131,892.91796875,11.0978033693,123.161239624,0.0124286930689,931,862,25.3011735597,31,610.671336309,44.0777432369,69.3789167966,1.74212248032,0
132,926.57421875,47.4662951901,2253.04917908,0.051227731389,1078,862,2326.86592119,0,169365.592737,475.287709327,2802.15363052,0.204260892301,0
133,978.28515625,45.7729699677,2095.16477966,0.0467889854765,1254,882,1532.92200182,0,92177.1574919,1054.1393517,2587.06135352,0.687666659132,0
134,1006.82421875,99.1312870375,9827.0120697,0.0984593786992,1284,598,15299.7713843,5,166414.065714,1867.85992794,17167.6313122,0.122084172438,0
135,1012.35546875,155.440938497,24161.8853607,0.153543832473,1539,588,39404.5873315,5,1100766.13169,3604.55974533,43009.1470768,0.0914756374684,0
136,1020.51171875,131.510574148,17295.0311127,0.128867284649,1539,588,28212.3252182,5,605978.684868,2718.67609399,30931.0013122,0.096364836041,0
137,1036.01171875,56.2978603627,3169.44908142,0.0543409493771,1480,882,2470.15216648,2,30861.7427732,1573.98462808,4044.13679456,0.637201484766,0
138,1034.640625,37.5546964388,1410.35522461,0.0362973340997,1480,882,257.558973747,22,7823.74490596,1172.07993676,1429.63891051,4.55072451837,0
139,1031.37890625,10.8433890599,117.579086304,0.0105134873267,1058,990,12.1028626012,22,777.616880343,37.685787738,49.7886503392,3.11379125583,0
140,1030.2890625,9.46964916832,89.6742553711,0.00919125468084,1058,1000,21.1220529482,7,472.512732007,24.7292244797,45.8512774279,1.17077750635,0
141,1031.2109375,12.6492047328,160.002380371,0.0122663601333,1078,970,31.4491472818,7,746.188243608,36.2617410569,67.7108883386,1.15302779856,0
142,1033.0390625,15.8547618753,251.373474121,0.0153476886313,1098,970,29.6158678955,22,1347.4058355,126.867088301,156.482956196,4.28375385617,0
143,1034.01171875,18.6615585877,348.253768921,0.0180477244593,1098,980,31.6803229669,25,2444.54450003,271.782509429,303.462832396,8.57890589416,0
144,1033.92578125,16.9537041772,287.428085327,0.0163974092576,1098,980,26.5563287978,16,1409.61180725,177.993750802,204.5500796,6.70249838211,0
145,1033.9140625,11.7173931506,137.297302246,0.0113330436016,1068,980,31.9436780679,24,764.876846863,47.0727017736,79.0163798415,1.47361558283,0
146,1035.20703125,10.9047773619,118.914169312,0.0105339096747,1068,980,44.8403602641,5,934.861203322,25.7097856175,70.5501458816,0.573362601594,0
147,1035.4140625,12.3456263408,152.414489746,0.0119233713235,1098,990,17.7027958369,23,551.26723215,32.2268037685,49.9295996054,1.82043582637,0
148,1035.46875,13.7312016385,188.545898438,0.0132608556642,1098,990,24.4430772016,1,611.736977272,51.8001184665,76.2431956681,2.11921428874,0
149,1035.390625,21.2844332696,453.027099609,0.0205569113296,1166,950,39.1909343905,15,2195.25545087,146.92050363,186.111438021,3.7488390087,0
150,1035.0,25.2222929667,636.1640625,0.0243693651853,1166,911,184.580998678,11,3062.30823115,219.015898761,403.596897439,1.18655712305,0
151,1031.52734375,37.3366132612,1394.02268982,0.0361954663514,1176,882,638.232142832,12,19251.0294705,1348.8205817,1987.05272454,2.11336987153,0
152,1030.37890625,34.7226874508,1205.6650238,0.0336989502019,1176,882,291.038276316,15,22410.5181652,1444.75779066,1735.79606698,4.96415045109,0
153,1033.328125,11.7680110462,138.486083984,0.0113884551882,1088,970,19.7263890221,17,857.146024804,85.9581284397,105.684517462,4.35751968307,0
154,1033.80859375,9.93840819233,98.7719573975,0.00961339289731,1058,1000,16.2409076318,23,361.667566198,28.2946956147,44.5356032465,1.74218684424,0
155,1034.11328125,10.1152952803,102.319198608,0.00978161238594,1058,1000,20.9846959269,7,345.946173717,29.263240687,50.2479366139,1.39450391795,0
156,1034.1796875,10.0311496052,100.623962402,0.00969961963716,1058,1000,16.3482923963,28,478.97761039,32.0938581582,48.4421505545,1.96313213516,0
157,1034.296875,9.87132793673,97.4431152344,0.00954399860942,1058,1000,11.8254321585,28,382.141934552,33.889794837,45.7152269955,2.86583985961,0
158,1033.5703125,9.62514901975,92.6434936523,0.00931252465685,1058,1000,17.9992138023,1,321.69010633,33.0430355854,51.0422493876,1.83580438281,0
159,1026.45703125,21.4304404688,459.263778687,0.0208780687514,1147,892,138.621822893,0,4362.08480103,346.954841479,485.576664372,2.50288759906,0
160,1027.0703125,21.8907741675,479.205993652,0.0213138028634,1147,892,147.450501764,0,5215.68515216,355.478480809,502.928982573,2.41083262896,0
161,1032.984375,10.1861459031,103.757568359,0.00986089059005,1068,1000,15.9008371883,13,637.621482882,37.2049813955,53.1058185837,2.33981273784,0
162,1032.51171875,10.0128754697,100.257675171,0.00969759014627,1058,1000,12.765791828,14,405.70440549,29.0659620046,41.8317538326,2.27686322918,0
163,1032.54296875,10.1376324251,102.771591187,0.00981812160067,1058,1009,13.2017825277,11,260.003565289,27.8557078556,41.0574903833,2.10999596434,0
164,1032.85546875,9.78632103846,95.7720794678,0.00947501497988,1058,1009,12.1528442927,28,314.496801091,21.7593916653,33.9122359579,1.79047728591,0
165,1033.27734375,10.6802439904,114.067611694,0.0103362800462,1068,1009,14.917200386,28,324.618553492,27.5640417444,42.4812421305,1.84780260579,0
166,1033.1328125,10.5644385009,111.60736084,0.0102256344713,1068,1000,16.52760945,14,266.798377211,23.5114497225,40.0390591725,1.42255598389,0
167,1034.41796875,9.61977888904,92.540145874,0.00929970203501,1058,1000,12.1790408126,29,252.801929984,30.579422959,42.7584637716,2.51082358862,0
168,1034.3984375,10.0485849779,100.974060059,0.00971442397207,1058,1000,13.985268324,22,407.502839681,37.1749522597,51.1602205837,2.65815080544,0
169,1032.734375,9.93650496198,98.7341308594,0.0096215495509,1058,1000,14.5924379705,23,272.693038155,29.0821419076,43.6745798781,1.9929597759,0
170,1032.39453125,9.37315655704,87.8560638428,0.00907904514536,1058,1009,8.59930248187,11,214.553053894,18.6748815515,27.2741840334,2.17167399227,0
171,1032.35546875,9.67047947197,93.5181732178,0.00936739307797,1058,1000,11.0896524131,28,185.935432822,19.5710515398,30.6607039528,1.76480297225,0
172,1032.5546875,9.54987613937,91.2001342773,0.00924878483918,1058,1000,14.9796406876,27,189.08533493,23.0409247606,38.0205654482,1.53814936159,0
173,1032.0546875,9.16285691132,83.9579467773,0.00887826684215,1049,1000,12.4997808359,22,315.663346691,22.4587268744,34.9585077103,1.79672965225,0
174,1031.578125,10.0670481763,101.345458984,0.00975888101187,1058,1000,11.0536990362,27,272.701894186,20.6674909691,31.7211900053,1.86973527155,0
175,1032.55078125,10.8572664039,117.880233765,0.0105149950986,1058,1000,14.1603023814,10,427.12024687,21.937053139,36.0973555204,1.54919383416,0
176,1034.12109375,21.5501999423,464.411117554,0.0208391455049,1127,941,422.406435298,8,5237.82954531,260.171089338,682.577524637,0.615925960396,0
177,1045.32421875,170.283473327,28996.4612885,0.162900151238,1852,401,41211.9948724,8,504838.906562,5846.45816093,47058.4530333,0.141863022623,0
178,1082.25,332.334839149,110446.445312,0.307077698452,2147,245,169786.380391,6,4043116.58903,25553.9625376,195340.342929,0.150506551107,0
179,1074.26171875,375.061502586,140671.130722,0.349134197039,2147,245,223084.255476,10,7127892.36565,31127.4568247,254211.712301,0.139532289082,0
180,1043.26171875,295.766083307,87477.5760345,0.283501328565,2078,245,135375.719248,6,2540921.20492,19563.1841699,154938.903418,0.144510287949,0
181,1046.20703125,273.039374646,74550.5001068,0.260980251986,1941,254,96976.688938,8,1824473.02143,22146.1347434,119122.823681,0.228365548318,0
182,1021.29296875,272.360020149,74179.9805756,0.26668157765,1941,254,85352.2576924,7,1216556.54158,27137.8682376,112490.12593,0.317951381384,0
183,1001.72265625,232.999725964,54288.8722992,0.232599037778,1764,254,62222.7590131,5,879013.750826,24337.9762009,86560.735214,0.3911426717,0
184,1050.66796875,272.014079206,73991.6592865,0.258896328143,1950,303,108773.99227,7,2273653.25465,17892.2516095,126666.243879,0.164490161997,0
185,1090.34375,359.790226154,129449.006836,0.329978711901,2186,215,166767.542851,7,5480914.39104,34060.9761732,200828.519025,0.204242237973,0
186,1055.40234375,360.637627371,130059.498276,0.341706297609,2186,215,157822.365785,7,4009109.04235,40434.7300303,198257.095815,0.256204054661,0
187,1020.25390625,223.911485861,50136.3535004,0.219466433296,2156,323,46170.5739614,8,772436.366479,26813.5694134,72984.1433748,0.580750185947,0
188,1015.0546875,130.611859901,17059.4579468,0.128674702466,1607,490,18476.4435305,7,235500.292988,6488.59563126,24965.0391617,0.351182067077,0
189,1004.48828125,169.557442848,28749.7264252,0.168799821773,1490,254,34293.423307,7,524212.972248,16770.9281554,51064.3514625,0.489042111815,0
190,1001.63671875,169.482636634,28724.3641205,0.169205694501,1490,254,30908.8621747,8,710986.542489,15192.4900924,46101.352267,0.491525375684,0
191,1012.7421875,203.614573325,41458.8944702,0.201052721846,1500,362,51474.6428098,7,1085761.69542,12104.0354529,63578.6782626,0.235145593872,0
192,1013.32421875,197.250297943,38907.6800385,0.194656650155,1500,362,51128.7275315,7,1314756.07017,12532.3106649,63661.0381964,0.245112899733,0
193,1001.2890625,131.269650454,17231.7211304,0.131100653518,1343,450,23935.4354936,7,422143.188429,6872.19202953,30807.6275232,0.287113724393,0
194,1005.10546875,174.577751217,30477.3912201,0.17369097736,2196,323,34623.0380834,6,741157.187335,8586.0740854,43209.1121688,0.247987310204,0
